time,t_air_c,u10_ms,v10_ms,u100_ms,v100_ms,ghi_wm2
2024-03-16 12:00:00+00:00,-14.45,-5.828,0.658,-8.424,0.951,97.6
2024-03-16 13:00:00+00:00,-16.38,-5.378,-1.053,-7.774,-1.522,94.0
2024-03-16 14:00:00+00:00,-16.32,-5.572,-3.138,-8.054,-4.536,83.5
2024-03-16 15:00:00+00:00,-15.88,-3.61,-3.284,-5.218,-4.747,81.2
2024-03-16 16:00:00+00:00,-13.43,-2.376,-3.783,-3.435,-5.468,45.2
2024-03-16 17:00:00+00:00,-11.94,-1.337,-4.707,-1.933,-6.803,19.9
2024-03-16 18:00:00+00:00,-12.11,-0.212,-5.595,-0.307,-8.087,0.0
2024-03-16 19:00:00+00:00,-10.99,1.08,-5.254,1.561,-7.594,0.0
2024-03-16 20:00:00+00:00,-8.9,2.282,-4.757,3.298,-6.876,0.0
2024-03-16 21:00:00+00:00,-7.62,3.075,-3.94,4.445,-5.694,0.0
2024-03-16 22:00:00+00:00,-5.59,3.993,-3.291,5.772,-4.757,0.0
2024-03-16 23:00:00+00:00,-5.28,5.892,-3.194,8.516,-4.617,0.0
2024-03-17 00:00:00+00:00,-4.33,6.433,-1.866,9.298,-2.698,0.0
2024-03-17 01:00:00+00:00,-4.04,5.632,-0.272,8.141,-0.393,0.0
2024-03-17 02:00:00+00:00,-3.54,5.76,0.982,8.326,1.419,0.0
2024-03-17 03:00:00+00:00,-6.33,4.356,2.057,6.296,2.973,0.0
2024-03-17 04:00:00+00:00,-7.57,3.859,3.035,5.578,4.387,0.0
2024-03-17 05:00:00+00:00,-11.18,2.963,3.875,4.283,5.601,0.0
2024-03-17 06:00:00+00:00,-11.29,1.501,3.341,2.17,4.829,0.0
2024-03-17 07:00:00+00:00,-11.53,0.518,3.357,0.748,4.852,56.3
2024-03-17 08:00:00+00:00,-12.94,-0.17,3.472,-0.246,5.019,119.6
2024-03-17 09:00:00+00:00,-12.62,-1.017,4.077,-1.47,5.893,68.3
2024-03-17 10:00:00+00:00,-14.85,-1.497,3.49,-2.163,5.045,85.0
2024-03-17 11:00:00+00:00,-14.7,-1.971,2.991,-2.849,4.323,95.5
2024-03-17 12:00:00+00:00,-11.15,-1.913,2.273,-2.765,3.285,99.0
2024-03-17 13:00:00+00:00,-11.76,-2.157,1.763,-3.118,2.548,95.5
2024-03-17 14:00:00+00:00,-7.8,-2.22,1.435,-3.209,2.074,85.0
2024-03-17 15:00:00+00:00,-5.75,-2.332,1.089,-3.371,1.574,131.4
2024-03-17 16:00:00+00:00,-6.75,-2.599,0.791,-3.756,1.143,46.6
2024-03-17 17:00:00+00:00,-7.15,-3.513,0.606,-5.078,0.877,21.3
2024-03-17 18:00:00+00:00,-6.79,-3.685,-0.126,-5.326,-0.183,0.0
2024-03-17 19:00:00+00:00,-3.34,-2.42,-0.588,-3.498,-0.85,0.0
2024-03-17 20:00:00+00:00,-1.7,-2.685,-1.324,-3.88,-1.913,0.0
2024-03-17 21:00:00+00:00,0.31,-2.185,-1.643,-3.158,-2.375,0.0
2024-03-17 22:00:00+00:00,0.13,-1.804,-2.016,-2.608,-2.914,0.0
2024-03-17 23:00:00+00:00,2.0,-1.365,-2.412,-1.973,-3.486,0.0
2024-03-18 00:00:00+00:00,2.2,-0.671,-3.017,-0.97,-4.36,0.0
2024-03-18 01:00:00+00:00,3.23,0.311,-3.7,0.449,-5.348,0.0
2024-03-18 02:00:00+00:00,3.26,1.744,-4.773,2.521,-6.899,0.0
2024-03-18 03:00:00+00:00,-0.57,2.843,-4.663,4.11,-6.741,0.0
2024-03-18 04:00:00+00:00,-3.19,3.815,-4.268,5.514,-6.169,0.0
2024-03-18 05:00:00+00:00,-7.13,4.464,-4.069,6.452,-5.882,0.0
2024-03-18 06:00:00+00:00,-9.3,5.089,-3.731,7.355,-5.393,0.0
2024-03-18 07:00:00+00:00,-9.15,4.8,-2.8,6.938,-4.047,22.8
2024-03-18 08:00:00+00:00,-7.81,5.929,-2.206,8.57,-3.189,48.1
2024-03-18 09:00:00+00:00,-5.1,6.773,-0.807,9.791,-1.166,69.8
2024-03-18 10:00:00+00:00,-3.2,5.206,0.399,7.525,0.577,91.0
2024-03-18 11:00:00+00:00,-3.42,4.923,1.759,7.116,2.543,305.3
2024-03-18 12:00:00+00:00,-5.46,3.568,2.181,5.157,3.152,142.6
2024-03-18 13:00:00+00:00,-4.43,3.095,3.121,4.473,4.511,234.1
2024-03-18 14:00:00+00:00,-6.49,3.125,4.455,4.517,6.439,315.9
2024-03-18 15:00:00+00:00,-2.85,2.117,4.836,3.06,6.99,157.2
2024-03-18 16:00:00+00:00,-4.39,0.723,5.031,1.045,7.272,167.7
2024-03-18 17:00:00+00:00,-6.36,-0.321,5.485,-0.465,7.928,84.0
2024-03-18 18:00:00+00:00,-5.28,-1.04,4.024,-1.503,5.816,0.0
2024-03-18 19:00:00+00:00,-4.26,-1.629,3.241,-2.354,4.685,0.0
2024-03-18 20:00:00+00:00,-2.41,-1.938,2.384,-2.801,3.446,0.0
2024-03-18 21:00:00+00:00,0.26,-2.445,1.792,-3.534,2.591,0.0
2024-03-18 22:00:00+00:00,-1.79,-2.938,1.159,-4.246,1.676,0.0
2024-03-18 23:00:00+00:00,-1.71,-2.962,0.412,-4.282,0.595,0.0
2024-03-19 00:00:00+00:00,-3.64,-2.782,-0.191,-4.021,-0.276,0.0
2024-03-19 01:00:00+00:00,-2.55,-2.813,-0.584,-4.066,-0.845,0.0
2024-03-19 02:00:00+00:00,-2.92,-2.786,-0.93,-4.026,-1.344,0.0
2024-03-19 03:00:00+00:00,-3.68,-2.436,-1.055,-3.52,-1.524,0.0
2024-03-19 04:00:00+00:00,-3.03,-3.192,-1.311,-4.614,-1.895,0.0
2024-03-19 05:00:00+00:00,-1.13,-3.533,-1.46,-5.107,-2.11,0.0
2024-03-19 06:00:00+00:00,-4.27,-3.508,-1.45,-5.071,-2.095,0.0
2024-03-19 07:00:00+00:00,-6.82,-2.589,-1.021,-3.743,-1.476,110.2
2024-03-19 08:00:00+00:00,-5.57,-2.656,-1.075,-3.839,-1.555,225.1
2024-03-19 09:00:00+00:00,-5.59,-2.572,-1.007,-3.717,-1.455,323.9
2024-03-19 10:00:00+00:00,-4.77,-2.538,-1.134,-3.668,-1.639,399.6
2024-03-19 11:00:00+00:00,-6.4,-2.927,-1.427,-4.231,-2.063,447.2
2024-03-19 12:00:00+00:00,-7.18,-2.4,-1.406,-3.47,-2.032,463.5
2024-03-19 13:00:00+00:00,-6.42,-3.253,-1.975,-4.702,-2.855,447.2
2024-03-19 14:00:00+00:00,-7.03,-2.984,-1.796,-4.314,-2.597,399.6
2024-03-19 15:00:00+00:00,-7.3,-2.263,-1.577,-3.27,-2.28,323.9
2024-03-19 16:00:00+00:00,-6.93,-2.28,-1.846,-3.295,-2.668,225.1
2024-03-19 17:00:00+00:00,-4.08,-2.028,-1.72,-2.931,-2.487,110.2
2024-03-19 18:00:00+00:00,-4.04,-2.026,-1.861,-2.929,-2.69,0.0
2024-03-19 19:00:00+00:00,-2.47,-2.153,-2.317,-3.112,-3.349,0.0
2024-03-19 20:00:00+00:00,0.05,-1.998,-2.488,-2.887,-3.597,0.0
2024-03-19 21:00:00+00:00,-1.77,-1.755,-2.843,-2.537,-4.109,0.0
2024-03-19 22:00:00+00:00,-0.75,-1.557,-3.28,-2.251,-4.741,0.0
2024-03-19 23:00:00+00:00,-0.44,-1.445,-2.871,-2.088,-4.149,0.0
2024-03-20 00:00:00+00:00,-2.15,-1.629,-3.384,-2.355,-4.892,0.0
2024-03-20 01:00:00+00:00,-3.54,-1.813,-3.726,-2.621,-5.386,0.0
2024-03-20 02:00:00+00:00,-1.29,-1.619,-3.918,-2.34,-5.663,0.0
2024-03-20 03:00:00+00:00,-0.39,-1.503,-3.611,-2.172,-5.219,0.0
2024-03-20 04:00:00+00:00,-0.49,-1.789,-4.091,-2.586,-5.913,0.0
2024-03-20 05:00:00+00:00,0.72,-2.272,-3.686,-3.284,-5.328,0.0
2024-03-20 06:00:00+00:00,1.97,-3.065,-3.889,-4.43,-5.621,0.0
2024-03-20 07:00:00+00:00,-0.19,-3.139,-3.575,-4.537,-5.168,25.7
2024-03-20 08:00:00+00:00,1.07,-4.671,-4.206,-6.752,-6.079,51.0
2024-03-20 09:00:00+00:00,0.94,-3.802,-2.883,-5.496,-4.168,72.7
2024-03-20 10:00:00+00:00,0.12,-5.224,-3.209,-7.551,-4.639,89.4
2024-03-20 11:00:00+00:00,-0.71,-7.375,-4.384,-10.66,-6.336,99.8
2024-03-20 12:00:00+00:00,-0.82,-7.406,-3.866,-10.705,-5.588,103.4
2024-03-20 13:00:00+00:00,-0.73,-6.267,-3.227,-9.059,-4.664,99.8
2024-03-20 14:00:00+00:00,-0.46,-6.269,-2.848,-9.061,-4.117,89.4
2024-03-20 15:00:00+00:00,-0.62,-6.829,-2.593,-9.872,-3.749,97.1
2024-03-20 16:00:00+00:00,-1.37,-8.329,-2.373,-12.039,-3.431,70.3
2024-03-20 17:00:00+00:00,-3.13,-6.484,-1.593,-9.372,-2.303,105.4
2024-03-20 18:00:00+00:00,-7.38,-6.4,-1.269,-9.25,-1.834,0.0
2024-03-20 19:00:00+00:00,-8.16,-8.766,-0.496,-12.67,-0.716,0.0
2024-03-20 20:00:00+00:00,-7.64,-10.327,0.746,-14.927,1.078,0.0
2024-03-20 21:00:00+00:00,-7.59,-7.513,1.766,-10.859,2.553,0.0
2024-03-20 22:00:00+00:00,-7.47,-10.084,3.492,-14.575,5.048,0.0
2024-03-20 23:00:00+00:00,-4.11,-8.275,4.663,-11.962,6.74,0.0
2024-03-21 00:00:00+00:00,-3.15,-7.097,5.739,-10.258,8.296,0.0
2024-03-21 01:00:00+00:00,-2.61,-7.354,7.565,-10.63,10.935,0.0
2024-03-21 02:00:00+00:00,-1.95,-6.669,8.167,-9.64,11.805,0.0
2024-03-21 03:00:00+00:00,-3.49,-6.827,8.516,-9.868,12.31,0.0
2024-03-21 04:00:00+00:00,-2.98,-5.228,7.228,-7.557,10.448,0.0
2024-03-21 05:00:00+00:00,-4.65,-4.663,7.819,-6.741,11.302,0.0
2024-03-21 06:00:00+00:00,-5.39,-3.654,7.24,-5.282,10.465,0.0
2024-03-21 07:00:00+00:00,-5.88,-2.178,6.406,-3.147,9.26,119.7
2024-03-21 08:00:00+00:00,-7.76,-1.567,7.692,-2.266,11.119,200.8
2024-03-21 09:00:00+00:00,-5.77,-1.49,8.227,-2.154,11.892,337.1
2024-03-21 10:00:00+00:00,-6.6,-1.874,9.382,-2.709,13.56,391.9
2024-03-21 11:00:00+00:00,-2.51,-1.509,9.498,-2.182,13.729,460.4
2024-03-21 12:00:00+00:00,-1.13,-1.272,9.701,-1.838,14.022,476.7
2024-03-21 13:00:00+00:00,-1.4,-0.599,9.138,-0.866,13.208,460.4
2024-03-21 14:00:00+00:00,-4.89,-0.352,9.54,-0.509,13.789,342.5
2024-03-21 15:00:00+00:00,-7.05,-0.064,7.851,-0.093,11.348,337.1
2024-03-21 16:00:00+00:00,-6.48,0.323,7.08,0.467,10.233,238.3
2024-03-21 17:00:00+00:00,-6.43,1.045,7.826,1.51,11.312,123.4
2024-03-21 18:00:00+00:00,-2.6,1.195,5.841,1.727,8.443,0.0
2024-03-21 19:00:00+00:00,-0.81,1.634,6.14,2.362,8.875,0.0
2024-03-21 20:00:00+00:00,1.69,1.815,5.834,2.624,8.433,0.0
2024-03-21 21:00:00+00:00,1.34,2.177,5.334,3.146,7.71,0.0
2024-03-21 22:00:00+00:00,-3.22,3.225,5.551,4.662,8.024,0.0
2024-03-21 23:00:00+00:00,-2.96,4.053,5.23,5.858,7.559,0.0
2024-03-22 00:00:00+00:00,-0.25,5.631,5.49,8.14,7.935,0.0
2024-03-22 01:00:00+00:00,2.18,6.828,3.994,9.87,5.773,0.0
2024-03-22 02:00:00+00:00,1.68,8.689,1.813,12.56,2.62,0.0
2024-03-22 03:00:00+00:00,1.21,8.341,-0.716,12.056,-1.035,0.0
2024-03-22 04:00:00+00:00,-0.72,8.639,-3.936,12.487,-5.69,0.0
2024-03-22 05:00:00+00:00,-1.55,5.833,-5.79,8.431,-8.369,0.0
2024-03-22 06:00:00+00:00,-1.55,4.901,-10.248,7.084,-14.812,1.5
2024-03-22 07:00:00+00:00,-0.33,1.222,-11.35,1.767,-16.406,28.6
2024-03-22 08:00:00+00:00,1.71,-2.797,-9.998,-4.043,-14.452,53.9
2024-03-22 09:00:00+00:00,1.18,-5.305,-7.454,-7.667,-10.775,88.3
2024-03-22 10:00:00+00:00,0.39,-5.052,-3.866,-7.303,-5.588,92.3
2024-03-22 11:00:00+00:00,-0.57,-6.107,-2.117,-8.827,-3.059,102.7
2024-03-22 12:00:00+00:00,-4.6,-5.232,-0.127,-7.562,-0.183,106.3
2024-03-22 13:00:00+00:00,-7.11,-5.929,1.593,-8.569,2.303,102.7
2024-03-22 14:00:00+00:00,-5.89,-5.084,3.545,-7.349,5.124,92.3
2024-03-22 15:00:00+00:00,-6.14,-4.26,6.467,-6.158,9.348,75.6
2024-03-22 16:00:00+00:00,-6.47,-1.374,6.99,-1.986,10.104,53.9
2024-03-22 17:00:00+00:00,-4.62,1.333,7.089,1.927,10.247,45.6
2024-03-22 18:00:00+00:00,-5.44,4.277,6.464,6.182,9.343,1.5
2024-03-22 19:00:00+00:00,-6.07,6.674,3.713,9.647,5.367,0.0
2024-03-22 20:00:00+00:00,-4.8,7.778,-0.128,11.242,-0.185,0.0
2024-03-22 21:00:00+00:00,-4.16,7.249,-4.972,10.479,-7.187,0.0
2024-03-22 22:00:00+00:00,-4.86,3.386,-9.588,4.894,-13.858,0.0
2024-03-22 23:00:00+00:00,-4.91,-3.505,-10.669,-5.066,-15.422,0.0
2024-03-23 00:00:00+00:00,-1.37,-8.981,-6.183,-12.982,-8.938,0.0
2024-03-23 01:00:00+00:00,-0.69,-11.447,0.923,-16.546,1.334,0.0
2024-03-23 02:00:00+00:00,-0.51,-8.118,8.075,-11.733,11.671,0.0
2024-03-23 03:00:00+00:00,-4.15,-1.346,10.54,-1.945,15.235,0.0
2024-03-23 04:00:00+00:00,-3.78,4.219,8.414,6.099,12.162,0.0
2024-03-23 05:00:00+00:00,-2.84,9.134,4.958,13.202,7.167,0.0
2024-03-23 06:00:00+00:00,-1.0,13.869,-1.422,20.047,-2.055,13.2
2024-03-23 07:00:00+00:00,0.5,7.737,-6.921,11.184,-10.004,136.5
2024-03-23 08:00:00+00:00,0.17,2.834,-10.314,4.097,-14.908,251.5
2024-03-23 09:00:00+00:00,0.99,-2.589,-9.392,-3.742,-13.575,350.2
2024-03-23 10:00:00+00:00,-0.97,-5.986,-5.794,-8.652,-8.375,426.0
2024-03-23 11:00:00+00:00,2.21,-7.016,-1.592,-10.142,-2.302,473.6
2024-03-23 12:00:00+00:00,-0.62,-5.871,1.719,-8.486,2.485,489.8
2024-03-23 13:00:00+00:00,-0.57,-5.062,4.664,-7.317,6.741,335.6
2024-03-23 14:00:00+00:00,0.61,-2.126,5.351,-3.073,7.734,257.8
2024-03-23 15:00:00+00:00,1.16,0.859,8.234,1.241,11.902,131.6
2024-03-23 16:00:00+00:00,-1.13,4.967,6.805,7.18,9.837,55.3
2024-03-23 17:00:00+00:00,1.01,9.769,4.136,14.12,5.978,81.4
2024-03-23 18:00:00+00:00,0.9,10.429,-1.779,15.075,-2.571,8.2
2024-03-23 19:00:00+00:00,3.27,8.579,-7.877,12.4,-11.386,0.0
2024-03-23 20:00:00+00:00,4.95,4.247,-12.012,6.138,-17.363,0.0
2024-03-23 21:00:00+00:00,4.2,-0.641,-12.568,-0.927,-18.166,0.0
2024-03-23 22:00:00+00:00,3.75,-4.671,-9.231,-6.751,-13.343,0.0
2024-03-23 23:00:00+00:00,2.68,-8.008,-6.488,-11.575,-9.378,0.0
2024-03-24 00:00:00+00:00,4.33,-10.612,-2.499,-15.339,-3.612,0.0
2024-03-24 01:00:00+00:00,3.39,-8.472,1.433,-12.246,2.072,0.0
2024-03-24 02:00:00+00:00,1.86,-8.566,5.82,-12.381,8.413,0.0
2024-03-24 03:00:00+00:00,2.61,-4.067,6.496,-5.878,9.39,0.0
2024-03-24 04:00:00+00:00,2.38,-0.803,7.832,-1.161,11.321,0.0
2024-03-24 05:00:00+00:00,4.38,2.544,7.848,3.677,11.343,0.0
2024-03-24 06:00:00+00:00,2.12,4.884,5.551,7.06,8.024,5.2
2024-03-24 07:00:00+00:00,-1.93,6.227,2.211,9.001,3.196,91.6
2024-03-24 08:00:00+00:00,-0.9,6.178,-0.962,8.93,-1.39,194.6
2024-03-24 09:00:00+00:00,-5.09,5.057,-3.955,7.31,-5.717,175.8
2024-03-24 10:00:00+00:00,-3.37,2.084,-5.216,3.012,-7.54,321.7
2024-03-24 11:00:00+00:00,-2.62,-1.045,-4.82,-1.511,-6.968,336.5
2024-03-24 12:00:00+00:00,-5.39,-3.344,-3.099,-4.834,-4.479,475.6
2024-03-24 13:00:00+00:00,-5.44,-4.241,-0.759,-6.131,-1.098,480.1
2024-03-24 14:00:00+00:00,-5.18,-4.506,2.25,-6.514,3.253,380.1
2024-03-24 15:00:00+00:00,-5.72,-2.178,2.979,-3.148,4.307,356.8
2024-03-24 16:00:00+00:00,-4.86,-0.629,4.25,-0.909,6.143,258.1
2024-03-24 17:00:00+00:00,-5.45,1.251,3.148,1.808,4.551,135.9
2024-03-24 18:00:00+00:00,-6.51,2.868,2.09,4.146,3.022,19.8
2024-03-24 19:00:00+00:00,-5.29,4.64,0.086,6.707,0.125,0.0
2024-03-24 20:00:00+00:00,-2.37,3.06,-2.144,4.423,-3.099,0.0
2024-03-24 21:00:00+00:00,-1.31,1.116,-3.341,1.613,-4.829,0.0
2024-03-24 22:00:00+00:00,-3.05,-1.02,-3.062,-1.475,-4.426,0.0
2024-03-24 23:00:00+00:00,-4.64,-2.935,-2.244,-4.242,-3.244,0.0
2024-03-25 00:00:00+00:00,-6.61,-3.545,0.051,-5.124,0.073,0.0
2024-03-25 01:00:00+00:00,-6.0,-2.854,2.253,-4.125,3.256,0.0
2024-03-25 02:00:00+00:00,-6.83,-0.921,4.23,-1.331,6.115,0.0
2024-03-25 03:00:00+00:00,-6.25,1.973,4.151,2.851,6.0,0.0
2024-03-25 04:00:00+00:00,-7.6,4.386,2.121,6.34,3.065,0.0
2024-03-25 05:00:00+00:00,-6.37,3.959,-0.722,5.722,-1.044,0.0
2024-03-25 06:00:00+00:00,-7.91,2.866,-3.11,4.143,-4.495,20.7
2024-03-25 07:00:00+00:00,-5.21,0.304,-4.977,0.44,-7.193,94.2
2024-03-25 08:00:00+00:00,-7.53,-2.82,-4.46,-4.076,-6.446,184.7
2024-03-25 09:00:00+00:00,-8.43,-6.539,-1.798,-9.452,-2.599,342.6
2024-03-25 10:00:00+00:00,-9.06,-6.425,2.579,-9.288,3.728,398.2
2024-03-25 11:00:00+00:00,-6.75,-3.647,6.103,-5.272,8.821,395.4
2024-03-25 12:00:00+00:00,-6.67,1.147,7.111,1.658,10.278,367.1
2024-03-25 13:00:00+00:00,-4.93,6.649,5.352,9.61,7.736,395.7
2024-03-25 14:00:00+00:00,-5.19,8.848,-0.462,12.789,-0.668,335.4
2024-03-25 15:00:00+00:00,-8.02,5.568,-5.251,8.048,-7.59,221.5
2024-03-25 16:00:00+00:00,-10.54,1.566,-7.923,2.264,-11.453,58.2
2024-03-25 17:00:00+00:00,-8.3,-2.25,-5.674,-3.253,-8.202,79.4
2024-03-25 18:00:00+00:00,-7.69,-5.431,-4.019,-7.85,-5.809,5.8
2024-03-25 19:00:00+00:00,-4.8,-6.975,-0.002,-10.082,-0.002,0.0
2024-03-25 20:00:00+00:00,-4.49,-5.761,4.213,-8.328,6.089,0.0
2024-03-25 21:00:00+00:00,-1.35,-1.89,6.636,-2.731,9.592,0.0
2024-03-25 22:00:00+00:00,2.35,2.352,5.271,3.399,7.619,0.0
2024-03-25 23:00:00+00:00,1.92,4.684,2.215,6.771,3.201,0.0
2024-03-26 00:00:00+00:00,0.07,5.358,-1.479,7.744,-2.137,0.0
2024-03-26 01:00:00+00:00,1.98,2.526,-4.429,3.651,-6.402,0.0
2024-03-26 02:00:00+00:00,1.41,-1.664,-5.254,-2.405,-7.594,0.0
2024-03-26 03:00:00+00:00,2.41,-4.35,-2.123,-6.287,-3.069,0.0
2024-03-26 04:00:00+00:00,4.45,-3.983,1.618,-5.757,2.339,0.0
2024-03-26 05:00:00+00:00,3.12,-1.51,4.256,-2.183,6.152,0.0
2024-03-26 06:00:00+00:00,2.97,2.343,4.349,3.387,6.287,32.9
2024-03-26 07:00:00+00:00,2.88,4.23,1.296,6.115,1.873,156.2
2024-03-26 08:00:00+00:00,2.06,4.228,-1.866,6.112,-2.698,271.1
2024-03-26 09:00:00+00:00,3.64,2.18,-4.471,3.151,-6.462,369.8
2024-03-26 10:00:00+00:00,4.9,-1.796,-5.638,-2.597,-8.15,445.5
2024-03-26 11:00:00+00:00,3.25,-5.386,-3.06,-7.785,-4.423,493.1
2024-03-26 12:00:00+00:00,3.41,-7.959,1.627,-11.504,2.352,509.3
2024-03-26 13:00:00+00:00,3.19,-4.105,5.268,-5.933,7.614,493.1
2024-03-26 14:00:00+00:00,1.02,-0.159,6.027,-0.23,8.711,445.5
2024-03-26 15:00:00+00:00,0.04,2.689,3.723,3.887,5.382,369.8
2024-03-26 16:00:00+00:00,1.24,4.272,1.486,6.176,2.148,271.1
2024-03-26 17:00:00+00:00,2.35,5.022,-0.859,7.259,-1.241,156.2
2024-03-26 18:00:00+00:00,3.47,3.677,-3.193,5.314,-4.615,32.9
2024-03-26 19:00:00+00:00,2.23,0.901,-3.429,1.303,-4.957,0.0
2024-03-26 20:00:00+00:00,2.83,-1.105,-3.041,-1.597,-4.396,0.0
2024-03-26 21:00:00+00:00,2.43,-3.197,-1.951,-4.621,-2.82,0.0
2024-03-26 22:00:00+00:00,4.88,-4.098,0.631,-5.924,0.912,0.0
2024-03-26 23:00:00+00:00,5.72,-2.723,3.126,-3.937,4.519,0.0
2024-03-27 00:00:00+00:00,4.18,0.086,3.814,0.125,5.514,0.0
2024-03-27 01:00:00+00:00,4.52,2.355,2.38,3.404,3.44,0.0
2024-03-27 02:00:00+00:00,6.09,2.868,0.229,4.145,0.33,0.0
2024-03-27 03:00:00+00:00,5.31,2.587,-1.949,3.74,-2.817,0.0
2024-03-27 04:00:00+00:00,1.77,0.132,-3.346,0.191,-4.836,0.0
2024-03-27 05:00:00+00:00,-0.04,-2.032,-1.683,-2.937,-2.432,0.0
2024-03-27 06:00:00+00:00,-1.02,-2.951,0.983,-4.266,1.421,31.0
2024-03-27 07:00:00+00:00,-1.74,-0.657,2.78,-0.95,4.018,42.2
2024-03-27 08:00:00+00:00,-4.54,2.219,2.524,3.208,3.649,61.1
2024-03-27 09:00:00+00:00,-5.24,3.26,-0.125,4.712,-0.18,82.8
2024-03-27 10:00:00+00:00,-6.18,2.15,-2.931,3.107,-4.237,99.4
2024-03-27 11:00:00+00:00,-7.87,-0.989,-3.21,-1.429,-4.64,109.9
2024-03-27 12:00:00+00:00,-6.26,-3.294,-1.137,-4.761,-1.644,113.5
2024-03-27 13:00:00+00:00,-2.51,-2.836,1.821,-4.099,2.632,109.9
2024-03-27 14:00:00+00:00,-3.04,-0.473,3.69,-0.683,5.333,99.4
2024-03-27 15:00:00+00:00,-1.31,2.77,3.093,4.004,4.471,82.8
2024-03-27 16:00:00+00:00,-0.2,4.69,0.267,6.78,0.386,61.1
2024-03-27 17:00:00+00:00,0.81,3.659,-2.908,5.289,-4.203,35.8
2024-03-27 18:00:00+00:00,0.14,0.986,-4.788,1.425,-6.921,8.7
2024-03-27 19:00:00+00:00,-0.33,-2.943,-5.857,-4.254,-8.465,0.0
2024-03-27 20:00:00+00:00,1.27,-7.36,-3.431,-10.638,-4.959,0.0
2024-03-27 21:00:00+00:00,2.09,-9.85,3.208,-14.238,4.636,0.0
2024-03-27 22:00:00+00:00,3.56,-5.252,7.447,-7.591,10.765,0.0
2024-03-27 23:00:00+00:00,4.07,1.037,9.483,1.499,13.707,0.0
2024-03-28 00:00:00+00:00,6.24,5.378,5.775,7.774,8.347,0.0
2024-03-28 01:00:00+00:00,3.66,8.117,1.662,11.732,2.402,0.0
2024-03-28 02:00:00+00:00,3.52,6.284,-3.086,9.084,-4.46,0.0
2024-03-28 03:00:00+00:00,5.01,3.418,-5.992,4.941,-8.661,0.0
2024-03-28 04:00:00+00:00,3.19,-0.98,-6.909,-1.417,-9.986,0.0
2024-03-28 05:00:00+00:00,3.09,-4.874,-5.403,-7.045,-7.81,0.0
2024-03-28 06:00:00+00:00,3.27,-6.265,-1.29,-9.056,-1.864,22.1
2024-03-28 07:00:00+00:00,-0.83,-5.198,2.655,-7.513,3.838,37.2
2024-03-28 08:00:00+00:00,-1.38,-2.329,5.563,-3.366,8.041,62.5
2024-03-28 09:00:00+00:00,3.12,2.286,5.727,3.304,8.279,84.2
2024-03-28 10:00:00+00:00,2.31,5.488,2.536,7.933,3.666,100.8
2024-03-28 11:00:00+00:00,2.04,5.66,-1.36,8.181,-1.966,111.3
2024-03-28 12:00:00+00:00,1.58,3.605,-4.912,5.21,-7.1,114.9
2024-03-28 13:00:00+00:00,0.34,-0.277,-5.237,-0.401,-7.57,158.9
2024-03-28 14:00:00+00:00,0.52,-4.827,-5.611,-6.977,-8.111,100.8
2024-03-28 15:00:00+00:00,1.85,-7.808,-1.194,-11.285,-1.727,111.1
2024-03-28 16:00:00+00:00,0.62,-6.025,3.686,-8.708,5.328,62.5
2024-03-28 17:00:00+00:00,1.5,-2.143,5.698,-3.098,8.236,49.9
2024-03-28 18:00:00+00:00,4.46,1.65,4.682,2.384,6.768,33.0
2024-03-28 19:00:00+00:00,7.66,3.654,2.03,5.282,2.934,0.0
2024-03-28 20:00:00+00:00,9.77,5.148,-1.348,7.441,-1.949,0.0
2024-03-28 21:00:00+00:00,9.82,3.666,-5.391,5.299,-7.793,0.0
2024-03-28 22:00:00+00:00,8.44,-0.515,-6.743,-0.745,-9.746,0.0
2024-03-28 23:00:00+00:00,6.92,-3.903,-3.637,-5.642,-5.257,0.0
2024-03-29 00:00:00+00:00,8.73,-4.319,0.075,-6.243,0.109,0.0
2024-03-29 01:00:00+00:00,13.67,-2.483,2.548,-3.589,3.683,0.0
2024-03-29 02:00:00+00:00,11.29,-0.108,4.246,-0.157,6.138,0.0
2024-03-29 03:00:00+00:00,11.94,2.772,2.514,4.007,3.634,0.0
2024-03-29 04:00:00+00:00,9.97,4.936,-0.699,7.134,-1.011,0.0
2024-03-29 05:00:00+00:00,8.49,2.023,-3.939,2.924,-5.694,0.0
2024-03-29 06:00:00+00:00,8.62,-1.844,-3.749,-2.665,-5.418,25.4
2024-03-29 07:00:00+00:00,7.81,-4.181,-1.219,-6.043,-1.762,77.5
2024-03-29 08:00:00+00:00,7.36,-4.29,2.416,-6.2,3.492,203.9
2024-03-29 09:00:00+00:00,7.68,-1.369,4.132,-1.979,5.973,237.7
2024-03-29 10:00:00+00:00,4.78,1.424,3.539,2.058,5.115,457.2
2024-03-29 11:00:00+00:00,3.27,3.577,2.614,5.171,3.778,355.9
2024-03-29 12:00:00+00:00,3.11,4.154,0.157,6.004,0.227,292.0
2024-03-29 13:00:00+00:00,1.03,3.222,-2.477,4.657,-3.581,241.5
2024-03-29 14:00:00+00:00,-3.6,0.923,-3.437,1.334,-4.968,128.4
2024-03-29 15:00:00+00:00,-0.47,-1.128,-3.236,-1.63,-4.678,85.6
2024-03-29 16:00:00+00:00,-0.35,-2.656,-2.391,-3.839,-3.456,63.9
2024-03-29 17:00:00+00:00,-1.36,-3.79,-0.792,-5.479,-1.145,38.7
