time,p_sub_a_mw,q_sub_a_mvar,p_sub_b_mw,q_sub_b_mvar,p_agg_mw,q_agg_mvar,q_shunt_a_mvar
2024-02-18 11:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 11:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 11:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 11:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 12:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 12:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 12:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 12:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 13:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 13:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 13:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 13:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 14:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 14:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 14:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 14:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 15:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 15:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 15:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 15:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 16:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 16:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 16:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 16:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 17:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 17:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 17:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 17:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 18:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 18:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 18:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 18:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 19:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 19:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 19:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 19:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 20:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 20:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 20:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 20:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 21:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 21:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 21:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 21:45:00+00:00,20.1061,5.6297,9.5,2.755,34.0,7.48,3.0
2024-02-18 22:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-18 22:15:00+00:00,21.0,5.88,9.2096,2.6708,33.1696,7.2973,3.0
2024-02-18 22:30:00+00:00,19.5288,5.4681,8.8436,2.5646,30.1393,6.6306,3.0
2024-02-18 22:45:00+00:00,19.5061,5.4617,8.6501,2.5085,31.7892,6.9936,3.0
2024-02-18 23:00:00+00:00,19.2499,5.39,8.2147,2.3823,29.4939,6.4887,3.0
2024-02-18 23:15:00+00:00,17.516,4.9045,8.2135,2.3819,30.7155,6.7574,3.0
2024-02-18 23:30:00+00:00,17.5998,4.9279,8.244,2.3908,27.6543,6.0839,3.0
2024-02-18 23:45:00+00:00,16.6819,4.6709,7.2562,2.1043,26.3539,5.7979,3.0
2024-02-19 00:00:00+00:00,16.821,4.7099,7.6575,2.2207,27.9769,6.1549,3.0
2024-02-19 00:15:00+00:00,17.2283,4.8239,7.5794,2.198,26.128,5.7482,3.0
2024-02-19 00:30:00+00:00,15.9209,4.4579,6.7599,1.9604,27.0913,5.9601,3.0
2024-02-19 00:45:00+00:00,14.5421,4.0718,7.0865,2.0551,25.3946,5.5868,0.0
2024-02-19 01:00:00+00:00,15.1149,4.2322,6.8692,1.9921,24.5176,5.3939,0.0
2024-02-19 01:15:00+00:00,15.0994,4.2278,6.5859,1.9099,25.1101,5.5242,0.0
2024-02-19 01:30:00+00:00,14.2713,3.996,6.2099,1.8009,22.4487,4.9387,0.0
2024-02-19 01:45:00+00:00,13.9017,3.8925,6.424,1.863,21.6369,4.7601,0.0
2024-02-19 02:00:00+00:00,14.357,4.02,6.3483,1.841,22.2798,4.9016,0.0
2024-02-19 02:15:00+00:00,13.8356,3.874,6.301,1.8273,21.9778,4.8351,0.0
2024-02-19 02:30:00+00:00,14.0704,3.9397,6.5529,1.9003,22.507,4.9515,0.0
2024-02-19 02:45:00+00:00,13.4402,3.7633,6.2173,1.803,22.7229,4.999,0.0
2024-02-19 03:00:00+00:00,13.8895,3.8891,6.4171,1.8609,22.7019,4.9944,0.0
2024-02-19 03:15:00+00:00,14.1736,3.9686,6.2208,1.804,23.2582,5.1168,0.0
2024-02-19 03:30:00+00:00,14.69,4.1132,6.2879,1.8235,23.1713,5.0977,0.0
2024-02-19 03:45:00+00:00,14.6384,4.0988,5.9969,1.7391,23.5045,5.171,0.0
2024-02-19 04:00:00+00:00,15.0763,4.2214,6.963,2.0193,23.6905,5.2119,0.0
2024-02-19 04:15:00+00:00,15.5954,4.3667,7.0606,2.0476,25.9969,5.7193,3.0
2024-02-19 04:30:00+00:00,15.9714,4.472,8.0197,2.3257,25.7747,5.6704,3.0
2024-02-19 04:45:00+00:00,17.2602,4.8328,7.3771,2.1394,27.6083,6.0738,3.0
2024-02-19 05:00:00+00:00,17.4549,4.8874,8.3066,2.4089,27.1893,5.9816,3.0
2024-02-19 05:15:00+00:00,18.7266,5.2435,7.9806,2.3144,29.3724,6.4619,3.0
2024-02-19 05:30:00+00:00,18.2545,5.1113,8.3794,2.43,31.1151,6.8453,3.0
2024-02-19 05:45:00+00:00,19.1444,5.3604,8.701,2.5233,31.2926,6.8844,3.0
2024-02-19 06:00:00+00:00,20.4603,5.7289,9.2168,2.6729,31.3808,6.9038,3.0
2024-02-19 06:15:00+00:00,21.0,5.88,9.1003,2.6391,34.0,7.48,3.0
2024-02-19 06:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 06:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 07:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 07:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 07:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 07:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 08:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 08:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 08:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 08:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 09:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 09:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 09:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 09:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 10:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 10:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 10:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 10:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 11:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 11:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 11:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 11:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 12:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 12:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 12:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 12:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 13:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 13:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 13:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 13:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 14:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 14:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 14:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 14:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 15:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 15:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 15:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 15:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 16:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 16:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 16:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 16:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 17:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 17:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 17:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 17:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 18:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 18:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 18:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 18:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 19:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 19:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 19:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 19:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 20:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 20:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 20:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 20:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 21:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 21:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 21:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 21:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 22:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 22:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 22:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 22:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-19 23:00:00+00:00,20.0343,5.6096,9.5,2.755,34.0,7.48,3.0
2024-02-19 23:15:00+00:00,20.2339,5.6655,9.0642,2.6286,33.7,7.414,3.0
2024-02-19 23:30:00+00:00,19.3576,5.4201,8.8058,2.5537,29.9496,6.5889,3.0
2024-02-19 23:45:00+00:00,17.6143,4.932,8.4002,2.4361,29.237,6.4321,3.0
2024-02-20 00:00:00+00:00,17.3974,4.8713,7.5976,2.2033,28.8484,6.3466,3.0
2024-02-20 00:15:00+00:00,16.9027,4.7328,7.1988,2.0877,26.341,5.795,3.0
2024-02-20 00:30:00+00:00,15.6597,4.3847,6.9032,2.0019,25.501,5.6102,3.0
2024-02-20 00:45:00+00:00,14.5385,4.0708,6.4375,1.8669,25.5031,5.6107,0.0
2024-02-20 01:00:00+00:00,13.8169,3.8687,6.6173,1.919,23.2998,5.126,0.0
2024-02-20 01:15:00+00:00,13.6174,3.8129,6.0834,1.7642,22.5794,4.9675,0.0
2024-02-20 01:30:00+00:00,13.6195,3.8135,5.9927,1.7379,21.714,4.7771,0.0
2024-02-20 01:45:00+00:00,12.58,3.5224,5.6072,1.6261,20.4507,4.4992,0.0
2024-02-20 02:00:00+00:00,12.7268,3.5635,5.7656,1.672,20.3152,4.4693,0.0
2024-02-20 02:15:00+00:00,12.6065,3.5298,5.9582,1.7279,19.3328,4.2532,0.0
2024-02-20 02:30:00+00:00,13.371,3.7439,5.7133,1.6568,20.6355,4.5398,0.0
2024-02-20 02:45:00+00:00,12.3524,3.4587,5.5441,1.6078,21.9859,4.8369,0.0
2024-02-20 03:00:00+00:00,13.2273,3.7037,5.7652,1.6719,20.002,4.4004,0.0
2024-02-20 03:15:00+00:00,12.9083,3.6143,5.6353,1.6342,20.7118,4.5566,0.0
2024-02-20 03:30:00+00:00,13.8226,3.8703,6.1527,1.7843,20.7683,4.569,0.0
2024-02-20 03:45:00+00:00,13.3839,3.7475,6.4962,1.8839,21.1742,4.6583,0.0
2024-02-20 04:00:00+00:00,14.5644,4.078,5.9389,1.7223,22.8727,5.032,0.0
2024-02-20 04:15:00+00:00,14.574,4.0807,6.6192,1.9196,22.1465,4.8722,0.0
2024-02-20 04:30:00+00:00,15.0817,4.2229,6.9092,2.0037,23.3362,5.134,0.0
2024-02-20 04:45:00+00:00,15.7405,4.4073,6.9549,2.0169,25.3232,5.5711,3.0
2024-02-20 05:00:00+00:00,15.739,4.4069,6.9267,2.0087,25.7854,5.6728,3.0
2024-02-20 05:15:00+00:00,15.7794,4.4182,7.2174,2.0931,26.4719,5.8238,3.0
2024-02-20 05:30:00+00:00,17.0258,4.7672,8.2606,2.3956,27.5118,6.0526,3.0
2024-02-20 05:45:00+00:00,16.7428,4.688,7.6124,2.2076,27.3837,6.0244,3.0
2024-02-20 06:00:00+00:00,17.6248,4.9349,8.6039,2.4951,27.0377,5.9483,3.0
2024-02-20 06:15:00+00:00,19.3498,5.4179,8.5359,2.4754,29.8043,6.557,3.0
2024-02-20 06:30:00+00:00,19.4721,5.4522,9.5,2.755,33.1624,7.2957,3.0
2024-02-20 06:45:00+00:00,20.3801,5.7064,9.1856,2.6638,32.8819,7.234,3.0
2024-02-20 07:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 07:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 07:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 07:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 08:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 08:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 08:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 08:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 09:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 09:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 09:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 09:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 10:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 10:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 10:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 10:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 11:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 11:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 11:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 11:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 12:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 12:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 12:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 12:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 13:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 13:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 13:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 13:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 14:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 14:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 14:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 14:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 15:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 15:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 15:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 15:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 16:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 16:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 16:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 16:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 17:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 17:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 17:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 17:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 18:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 18:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 18:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 18:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 19:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 19:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 19:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 19:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 20:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 20:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 20:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 20:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 21:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 21:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 21:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 21:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 22:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 22:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 22:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-20 22:45:00+00:00,21.0,5.88,9.5,2.755,32.9462,7.2482,3.0
2024-02-20 23:00:00+00:00,19.7041,5.5171,9.1578,2.6558,32.8682,7.231,3.0
2024-02-20 23:15:00+00:00,18.2067,5.0979,9.3686,2.7169,34.0,7.48,3.0
2024-02-20 23:30:00+00:00,18.9231,5.2985,8.4788,2.4588,30.7768,6.7709,3.0
2024-02-20 23:45:00+00:00,18.6577,5.2241,7.8865,2.2871,28.6894,6.3117,3.0
2024-02-21 00:00:00+00:00,16.6893,4.673,7.7996,2.2619,27.409,6.03,3.0
2024-02-21 00:15:00+00:00,15.5718,4.3601,7.4085,2.1485,27.9353,6.1458,3.0
2024-02-21 00:30:00+00:00,16.4373,4.6025,6.9996,2.0299,26.6723,5.8679,3.0
2024-02-21 00:45:00+00:00,14.5763,4.0814,7.073,2.0512,24.3872,5.3652,0.0
2024-02-21 01:00:00+00:00,15.0559,4.2157,6.7291,1.9514,24.3045,5.347,0.0
2024-02-21 01:15:00+00:00,14.5261,4.0673,6.8853,1.9967,24.5703,5.4055,0.0
2024-02-21 01:30:00+00:00,14.4402,4.0433,6.0783,1.7627,23.4977,5.1695,0.0
2024-02-21 01:45:00+00:00,14.0505,3.9341,6.5622,1.903,23.1138,5.085,0.0
2024-02-21 02:00:00+00:00,14.4373,4.0424,5.6457,1.6373,22.9871,5.0572,0.0
2024-02-21 02:15:00+00:00,14.696,4.1149,6.7548,1.9589,22.3468,4.9163,0.0
2024-02-21 02:30:00+00:00,13.379,3.7461,6.1089,1.7716,22.4147,4.9312,0.0
2024-02-21 02:45:00+00:00,12.7225,3.5623,6.0196,1.7457,22.4032,4.9287,0.0
2024-02-21 03:00:00+00:00,14.5326,4.0691,6.4654,1.875,22.962,5.0516,0.0
2024-02-21 03:15:00+00:00,14.7187,4.1212,6.374,1.8484,24.405,5.3691,0.0
2024-02-21 03:30:00+00:00,15.164,4.2459,6.6118,1.9174,23.88,5.2536,3.0
2024-02-21 03:45:00+00:00,14.7211,4.1219,7.4024,2.1467,25.4989,5.6098,0.0
2024-02-21 04:00:00+00:00,14.5057,4.0616,6.9817,2.0247,24.7142,5.4371,0.0
2024-02-21 04:15:00+00:00,15.9794,4.4742,7.3745,2.1386,26.3992,5.8078,3.0
2024-02-21 04:30:00+00:00,16.2411,4.5475,7.9297,2.2996,28.5468,6.2803,3.0
2024-02-21 04:45:00+00:00,17.5189,4.9053,8.7376,2.5339,28.3528,6.2376,3.0
2024-02-21 05:00:00+00:00,17.4819,4.8949,8.3823,2.4309,29.6703,6.5275,3.0
2024-02-21 05:15:00+00:00,19.8824,5.5671,8.5246,2.4721,31.7354,6.9818,3.0
2024-02-21 05:30:00+00:00,20.2521,5.6706,9.2468,2.6816,32.7914,7.2141,3.0
2024-02-21 05:45:00+00:00,21.0,5.88,9.5,2.755,33.6285,7.3983,3.0
2024-02-21 06:00:00+00:00,21.0,5.88,9.5,2.755,33.8014,7.4363,3.0
2024-02-21 06:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 06:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 06:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 07:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 07:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 07:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 07:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 08:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 08:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 08:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 08:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 09:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 09:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 09:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 09:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 10:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 10:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 10:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 10:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 11:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 11:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 11:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 11:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 12:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 12:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 12:30:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 12:45:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 13:00:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
2024-02-21 13:15:00+00:00,21.0,5.88,9.5,2.755,34.0,7.48,3.0
